State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Uttar Pradesh,Amroha,Hasanpur,Brinjal,Arkasheela Mattigulla,FAQ,09-05-2025,1410,1500,1450
Uttar Pradesh,Amroha,Hasanpur,Mousambi(Sweet Lime),Mousambi,Medium,09-05-2025,1810,2000,1850
Uttar Pradesh,Auraiya,Achalda,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,09-05-2025,2500,2700,2625
Uttar Pradesh,Auraiya,Achalda,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,09-05-2025,5800,6000,5850
Uttar Pradesh,Auraiya,Achalda,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,800,900,840
Uttar Pradesh,Auraiya,Achalda,Green Chilli,Green Chilly,FAQ,09-05-2025,2250,2450,2300
Uttar Pradesh,Auraiya,Achalda,Onion,Red,FAQ,09-05-2025,1250,1350,1300
Uttar Pradesh,Auraiya,Auraiya,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,09-05-2025,5700,6000,5850
Uttar Pradesh,Auraiya,Auraiya,Brinjal,Round,FAQ,09-05-2025,1300,1500,1400
Uttar Pradesh,Auraiya,Auraiya,Potato,Desi,FAQ,09-05-2025,1100,1300,1200
Uttar Pradesh,Ayodhya,Faizabad,Mustard,Sarson(Black),FAQ,09-05-2025,5850,6050,5980
Uttar Pradesh,Ayodhya,Faizabad,Onion,Red,FAQ,09-05-2025,1190,1300,1220
Uttar Pradesh,Ayodhya,Faizabad,Pomegranate,Pomogranate,Medium,09-05-2025,7500,7800,7600
Uttar Pradesh,Ayodhya,Faizabad,Tomato,Hybrid,FAQ,09-05-2025,620,750,700
Uttar Pradesh,Ayodhya,Rudauli,Cabbage,Cabbage,FAQ,09-05-2025,1300,1500,1400
Uttar Pradesh,Ayodhya,Rudauli,Jack Fruit,Jack Fruit,Medium,09-05-2025,1900,2070,2000
Uttar Pradesh,Ayodhya,Rudauli,Water Melon,Water Melon,Medium,09-05-2025,780,830,800
Uttar Pradesh,Ayodhya,Rudauli,Wheat,Dara,FAQ,09-05-2025,2450,2700,2500
Uttar Pradesh,Azamgarh,Azamgarh,Barley (Jau),Dara,FAQ,09-05-2025,2220,2340,2290
Uttar Pradesh,Azamgarh,Azamgarh,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,940,1060,1000
Uttar Pradesh,Azamgarh,Azamgarh,Gur(Jaggery),Red,FAQ,09-05-2025,4160,4280,4230
Uttar Pradesh,Azamgarh,Azamgarh,Potato,Desi,FAQ,09-05-2025,1050,1180,1130
Uttar Pradesh,Badaun,Babrala,Wood,Eucalyptus,FAQ,09-05-2025,430,450,440
Uttar Pradesh,Badaun,Badayoun,Green Chilli,Green Chilly,FAQ,09-05-2025,1930,2080,2000
Uttar Pradesh,Badaun,Badayoun,Gur(Jaggery),Red,FAQ,09-05-2025,4090,4170,4120
Uttar Pradesh,Badaun,Badayoun,Karbuja(Musk Melon),Karbhuja,Medium,09-05-2025,1800,1930,1880
Uttar Pradesh,Badaun,Badayoun,Onion,Nasik,Non-FAQ,09-05-2025,1100,1300,1250
Uttar Pradesh,Badaun,Badayoun,Paddy(Dhan)(Common),Sarvati,FAQ,09-05-2025,2060,2150,2100
Uttar Pradesh,Badaun,Bilsi,Cabbage,Cabbage,FAQ,09-05-2025,1150,1250,1200
Uttar Pradesh,Badaun,Bilsi,Potato,Local,Non-FAQ,09-05-2025,1000,1050,1020
Uttar Pradesh,Badaun,Bilsi,Raddish,Raddish,FAQ,09-05-2025,1300,1350,1330
Uttar Pradesh,Badaun,Bilsi,Tomato,Local,Non-FAQ,09-05-2025,500,600,550
Uttar Pradesh,Badaun,Ujhani,Raddish,Raddish,FAQ,09-05-2025,1300,1350,1320
Uttar Pradesh,Badaun,Ujhani,Tomato,Local,FAQ,09-05-2025,750,800,775
Uttar Pradesh,Badaun,Ujhani,Tomato,Local,Non-FAQ,09-05-2025,500,600,550
Uttar Pradesh,Badaun,Ujhani,Water Melon,Water Melon,Medium,09-05-2025,1150,1200,1180
Uttar Pradesh,Badaun,Ujhani,Wheat,Dara,Non-FAQ,09-05-2025,2380,2425,2400
Uttar Pradesh,Badaun,Wazirganj,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,2275,2325,2310
Uttar Pradesh,Badaun,Wazirganj,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,1150,1200,1180
Uttar Pradesh,Badaun,Wazirganj,Lentil (Masur)(Whole),Local,FAQ,09-05-2025,6675,6750,6700
Uttar Pradesh,Badaun,Wazirganj,Onion,Red,Non-FAQ,09-05-2025,1150,1200,1175
Uttar Pradesh,Badaun,Wazirganj,Tomato,Deshi,FAQ,09-05-2025,750,800,775
Uttar Pradesh,Badaun,Wazirganj,Wheat,Dara,FAQ,09-05-2025,2435,2500,2450
Uttar Pradesh,Baghpat,Bagpat,Tomato,Deshi,FAQ,09-05-2025,500,700,600
Uttar Pradesh,Baghpat,Baraut,Apple,Kasmir/Shimla - II,Medium,09-05-2025,9800,10100,9910
Uttar Pradesh,Baghpat,Baraut,Banana - Green,Banana - Green,FAQ,09-05-2025,1750,1900,1830
Uttar Pradesh,Baghpat,Baraut,Onion,Red,FAQ,09-05-2025,1200,1320,1240
Uttar Pradesh,Baghpat,Baraut,Raddish,Raddish,FAQ,09-05-2025,1300,1420,1355
Uttar Pradesh,Baghpat,Baraut,Sugar,Medium,FAQ,09-05-2025,4200,4200,4200
Uttar Pradesh,Baghpat,Baraut,Water Melon,Water Melon,Medium,09-05-2025,1000,1120,1060
Uttar Pradesh,Baghpat,Khekda,Green Chilli,Green Chilly,FAQ,09-05-2025,1500,1700,1600
Uttar Pradesh,Bahraich,Bahraich,Banana,Banana - Ripe,Medium,09-05-2025,2750,2950,2850
Uttar Pradesh,Bahraich,Bahraich,Banana - Green,Banana - Green,FAQ,09-05-2025,1500,1700,1600
Uttar Pradesh,Bahraich,Bahraich,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,09-05-2025,7450,7650,7565
Uttar Pradesh,Bahraich,Bahraich,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,09-05-2025,8750,9000,8870
Uttar Pradesh,Bahraich,Bahraich,Brinjal,Round/Long,FAQ,09-05-2025,1400,1575,1480
Uttar Pradesh,Bahraich,Bahraich,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,1100,1200,1150
Uttar Pradesh,Bahraich,Bahraich,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,09-05-2025,9650,9850,9750
Uttar Pradesh,Bahraich,Bahraich,Lemon,Lemon,FAQ,09-05-2025,7450,7650,7550
Uttar Pradesh,Bahraich,Bahraich,Paddy(Dhan)(Common),Common,FAQ,09-05-2025,1800,2100,1900
Uttar Pradesh,Bahraich,Bahraich,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,09-05-2025,2300,2550,2420
Uttar Pradesh,Bahraich,Bahraich,Pomegranate,Pomogranate,Medium,09-05-2025,8150,8450,8275
Uttar Pradesh,Bahraich,Bahraich,Rice,Common,FAQ,09-05-2025,3150,3350,3260
Uttar Pradesh,Bahraich,Bahraich,White Peas,White Peas,FAQ,09-05-2025,4100,4300,4200
Uttar Pradesh,Bahraich,Naanpara,Masur Dal,Masur Dal,FAQ,09-05-2025,5000,6000,5500
Uttar Pradesh,Bahraich,Naanpara,Tomato,Hybrid,FAQ,09-05-2025,800,900,850
Uttar Pradesh,Ballia,Ballia,Banana,Banana - Ripe,Medium,09-05-2025,2870,2930,2900
Uttar Pradesh,Ballia,Ballia,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,09-05-2025,6600,6670,6630
Uttar Pradesh,Ballia,Ballia,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,2100,2170,2140
Uttar Pradesh,Ballia,Ballia,Garlic,Garlic,FAQ,09-05-2025,6200,6280,6240
Uttar Pradesh,Ballia,Ballia,Ginger(Green),Green Ginger,FAQ,09-05-2025,3700,3800,3750
Uttar Pradesh,Ballia,Ballia,Onion,Red,FAQ,09-05-2025,1170,1230,1200
Uttar Pradesh,Ballia,Ballia,Pomegranate,Pomogranate,Medium,09-05-2025,7950,8100,8030
Uttar Pradesh,Ballia,Ballia,Potato,Potato,FAQ,09-05-2025,1120,1180,1150
Uttar Pradesh,Ballia,Rasda,Apple,American,Medium,09-05-2025,10150,10300,10220
Uttar Pradesh,Ballia,Rasda,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,09-05-2025,10480,10690,10545
Uttar Pradesh,Ballia,Rasda,Banana,Banana - Ripe,Medium,09-05-2025,2835,2980,2900
Uttar Pradesh,Ballia,Rasda,Barley (Jau),Dara,FAQ,09-05-2025,2210,2345,2290
Uttar Pradesh,Ballia,Rasda,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,1065,1200,1130
Uttar Pradesh,Ballia,Rasda,Masur Dal,Kala Masoor New,FAQ,09-05-2025,7700,7810,7765
Uttar Pradesh,Ballia,Rasda,Potato,Desi,FAQ,09-05-2025,1055,1190,1110
Uttar Pradesh,Ballia,Rasda,Pumpkin,Pumpkin,FAQ,09-05-2025,880,1010,940
Uttar Pradesh,Balrampur,Panchpedwa,Banana - Green,Banana - Green,FAQ,09-05-2025,1500,1700,1600
Uttar Pradesh,Balrampur,Tulsipur,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,1200,1250,1230
Uttar Pradesh,Balrampur,Tulsipur,Cauliflower,Cauliflower,FAQ,09-05-2025,900,950,930
Uttar Pradesh,Balrampur,Tulsipur,Paddy(Dhan)(Common),Common,FAQ,09-05-2025,1900,1950,1930
Uttar Pradesh,Balrampur,Tulsipur,Pumpkin,Pumpkin,FAQ,09-05-2025,920,970,950
Uttar Pradesh,Banda,Banda,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,1550,1650,1600
Uttar Pradesh,Banda,Banda,Ginger(Green),Green Ginger,FAQ,09-05-2025,3400,3500,3450
Uttar Pradesh,Banda,Banda,Mousambi(Sweet Lime),Mousambi,Medium,09-05-2025,3170,3325,3250
Uttar Pradesh,Banda,Banda,Papaya,Papaya,Medium,09-05-2025,2400,2500,2450
Uttar Pradesh,Banda,Banda,Pumpkin,Pumpkin,FAQ,09-05-2025,830,920,870
Uttar Pradesh,Banda,Banda,White Peas,White Peas,FAQ,09-05-2025,3550,3700,3650
Uttar Pradesh,Barabanki,Barabanki,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,1010,1100,1060
Uttar Pradesh,Barabanki,Barabanki,Gur(Jaggery),Yellow,FAQ,09-05-2025,4120,4210,4170
Uttar Pradesh,Barabanki,Safdarganj,Green Chilli,Green Chilly,FAQ,09-05-2025,2600,2700,2650
Uttar Pradesh,Barabanki,Safdarganj,Mustard Oil,Mustard Oil,FAQ,09-05-2025,13800,13900,13850
Uttar Pradesh,Barabanki,Safdarganj,Onion,Red,FAQ,09-05-2025,1200,1280,1270
Uttar Pradesh,Barabanki,Safdarganj,Wheat,Dara,FAQ,09-05-2025,2400,2500,2450
Uttar Pradesh,Bareilly,Anwala,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,600,800,700
Uttar Pradesh,Bareilly,Anwala,Brinjal,Brinjal,FAQ,09-05-2025,600,800,700
Uttar Pradesh,Bareilly,Anwala,Tomato,Deshi,FAQ,09-05-2025,600,800,700
Uttar Pradesh,Bareilly,Bahedi,Wheat,Dara,FAQ,09-05-2025,2425,2470,2440
Uttar Pradesh,Bareilly,Bareilly,Mustard,Sarson(Black),FAQ,09-05-2025,5950,6000,5975
Uttar Pradesh,Bareilly,Bareilly,Mustard,Sarson(Black),Non-FAQ,09-05-2025,5900,5940,5920
Uttar Pradesh,Bareilly,Bareilly,Onion,Red,Non-FAQ,09-05-2025,1100,1150,1125
Uttar Pradesh,Bareilly,Richha,Wood,Other,FAQ,09-05-2025,555,600,570
Uttar Pradesh,Bijnor,Bijnaur,Potato,Desi,FAQ,09-05-2025,1080,1170,1120
Uttar Pradesh,Bijnor,Kiratpur,Green Chilli,Green Chilly,FAQ,09-05-2025,1900,2000,1950
Uttar Pradesh,Bijnor,Kiratpur,Potato,Potato,Non-FAQ,09-05-2025,800,900,850
Uttar Pradesh,Bulandshahar,Anoop Shahar,Onion,Red,FAQ,09-05-2025,800,1200,1000
Uttar Pradesh,Bulandshahar,Anoop Shahar,Wheat,Dara,FAQ,09-05-2025,2430,2500,2464
Uttar Pradesh,Bulandshahar,Buland Shahr,Apple,Delicious,Medium,09-05-2025,9800,10025,9925
Uttar Pradesh,Bulandshahar,Buland Shahr,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,900,1100,1000
Uttar Pradesh,Bulandshahar,Buland Shahr,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,1000,1200,1085
Uttar Pradesh,Bulandshahar,Buland Shahr,Onion,Red,FAQ,09-05-2025,1150,1350,1250
Uttar Pradesh,Bulandshahar,Buland Shahr,Raddish,Raddish,FAQ,09-05-2025,1260,1460,1360
Uttar Pradesh,Bulandshahar,Buland Shahr,Rice,III,FAQ,09-05-2025,3150,3350,3245
Uttar Pradesh,Bulandshahar,Buland Shahr,Sponge gourd,Sponge gourd,FAQ,09-05-2025,1850,2050,1950
Uttar Pradesh,Bulandshahar,Gulavati,Bitter gourd,Bitter Gourd,FAQ,09-05-2025,1500,1700,1600
Uttar Pradesh,Bulandshahar,Gulavati,Colacasia,Other,FAQ,09-05-2025,1200,1400,1300
Uttar Pradesh,Bulandshahar,Khurja,Cauliflower,Cauliflower,FAQ,09-05-2025,1370,1470,1420
Uttar Pradesh,Bulandshahar,Khurja,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,1000,1100,1050
Uttar Pradesh,Bulandshahar,Khurja,Onion,Red,FAQ,09-05-2025,1200,1300,1250
Uttar Pradesh,Bulandshahar,Khurja,Raddish,Raddish,FAQ,09-05-2025,1300,1400,1350
Uttar Pradesh,Bulandshahar,Khurja,Tomato,Hybrid,FAQ,09-05-2025,830,930,880
Uttar Pradesh,Bulandshahar,Khurja,Wheat,Dara,FAQ,09-05-2025,2410,2500,2460
Uttar Pradesh,Bulandshahar,Sikarpur,Water Melon,Water Melon,Medium,09-05-2025,800,1000,900
Uttar Pradesh,Chandauli,Chandoli,Onion,Red,FAQ,09-05-2025,1130,1220,1180
Uttar Pradesh,Deoria,Devariya,Apple,Delicious,Medium,09-05-2025,10095,11010,11000
Uttar Pradesh,Deoria,Devariya,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,09-05-2025,10185,10300,10200
Uttar Pradesh,Deoria,Devariya,Karbuja(Musk Melon),Karbhuja,Medium,09-05-2025,1285,1315,1300
Uttar Pradesh,Deoria,Devariya,Water Melon,Water Melon,Medium,09-05-2025,880,925,900
Uttar Pradesh,Deoria,Devariya,White Peas,White Peas,FAQ,09-05-2025,4385,4415,4400
Uttar Pradesh,Etah,Etah,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,09-05-2025,9500,11000,10850
Uttar Pradesh,Etah,Etah,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,1000,1250,1065
Uttar Pradesh,Etah,Etah,Chikoos(Sapota),Sapota,Medium,09-05-2025,3000,3500,3200
Uttar Pradesh,Etah,Etah,Colacasia,Colacasia,FAQ,09-05-2025,3000,3500,3280
Uttar Pradesh,Etah,Etah,Gur(Jaggery),Red,FAQ,09-05-2025,4200,4500,4340
Uttar Pradesh,Etah,Etah,Jack Fruit,Jack Fruit,Medium,09-05-2025,2000,2500,2230
Uttar Pradesh,Etah,Etah,Maize,Yellow,FAQ,09-05-2025,2200,2300,2250
Uttar Pradesh,Etah,Etah,Mango,Dusheri,Medium,09-05-2025,2200,3000,2450
Uttar Pradesh,Etah,Etah,Mousambi(Sweet Lime),Mousambi,Medium,09-05-2025,3500,3800,3550
Uttar Pradesh,Etah,Etah,Orange,Orange,Medium,09-05-2025,6000,6500,6000
Uttar Pradesh,Etah,Etah,Tomato,Hybrid,FAQ,09-05-2025,600,750,670
Uttar Pradesh,Etawah,Bharthna,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,09-05-2025,6430,6630,6530
Uttar Pradesh,Etawah,Bharthna,Water Melon,Water Melon,Medium,09-05-2025,600,800,700
Uttar Pradesh,Etawah,Etawah,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,09-05-2025,6250,6550,6475
Uttar Pradesh,Etawah,Etawah,Wheat,Dara,FAQ,09-05-2025,2410,2470,2455
Uttar Pradesh,Etawah,Jasvantnagar,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,1470,1570,1520
Uttar Pradesh,Etawah,Jasvantnagar,Cabbage,Cabbage,FAQ,09-05-2025,990,1090,1040
Uttar Pradesh,Etawah,Jasvantnagar,Capsicum,Capsicum,FAQ,09-05-2025,2570,2670,2620
Uttar Pradesh,Etawah,Jasvantnagar,Garlic,Garlic,FAQ,09-05-2025,6035,6135,6085
Uttar Pradesh,Etawah,Jasvantnagar,Ginger(Green),Green Ginger,FAQ,09-05-2025,4360,4460,4410
Uttar Pradesh,Etawah,Jasvantnagar,Onion,Red,FAQ,09-05-2025,1270,1370,1320
Uttar Pradesh,Etawah,Jasvantnagar,Papaya,Papaya,Medium,09-05-2025,2910,3010,2960
Uttar Pradesh,Etawah,Jasvantnagar,Wheat,Dara,FAQ,09-05-2025,2440,2460,2450
Uttar Pradesh,Farukhabad,Farukhabad,Green Chilli,Green Chilly,FAQ,09-05-2025,2600,2800,2700
Uttar Pradesh,Farukhabad,Farukhabad,Karbuja(Musk Melon),Karbhuja,Medium,09-05-2025,1400,1600,1500
Uttar Pradesh,Farukhabad,Farukhabad,Rice,III,FAQ,09-05-2025,2900,3075,3000
Uttar Pradesh,Farukhabad,Farukhabad,Sponge gourd,Sponge gourd,FAQ,09-05-2025,1800,2000,1900
Uttar Pradesh,Farukhabad,Farukhabad,Tomato,Hybrid,FAQ,09-05-2025,900,1050,975
Uttar Pradesh,Farukhabad,Kayamganj,Bitter gourd,Bitter Gourd,FAQ,09-05-2025,1700,1800,1750
Uttar Pradesh,Farukhabad,Kayamganj,Maize,Hybrid,FAQ,09-05-2025,2380,2420,2400
Uttar Pradesh,Farukhabad,Kayamganj,Masur Dal,Masur Dal,FAQ,09-05-2025,7700,7775,7725
Uttar Pradesh,Farukhabad,Kayamganj,Mustard Oil,Mustard Oil,FAQ,09-05-2025,13200,13250,13225
Uttar Pradesh,Farukhabad,Kayamganj,Raddish,Raddish,FAQ,09-05-2025,1430,1530,1480
Uttar Pradesh,Farukhabad,Kayamganj,Rice,III,FAQ,09-05-2025,3030,3080,3050
Uttar Pradesh,Farukhabad,Kayamganj,Water Melon,Water Melon,Medium,09-05-2025,480,580,530
Uttar Pradesh,Farukhabad,Mohamadabad,Green Chilli,Green Chilly,FAQ,09-05-2025,1500,2000,1800
Uttar Pradesh,Fatehpur,Fatehpur,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,1400,1600,1500
Uttar Pradesh,Fatehpur,Fatehpur,Brinjal,Brinjal,FAQ,09-05-2025,1200,1300,1250
Uttar Pradesh,Fatehpur,Fatehpur,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,09-05-2025,2500,2700,2600
Uttar Pradesh,Fatehpur,Khaga,Water Melon,Water Melon,Medium,09-05-2025,500,800,700
Uttar Pradesh,Firozabad,Firozabad,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,09-05-2025,9875,10115,9955
Uttar Pradesh,Firozabad,Firozabad,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,850,1050,930
Uttar Pradesh,Firozabad,Firozabad,Brinjal,Brinjal,FAQ,09-05-2025,1200,1385,1290
Uttar Pradesh,Firozabad,Firozabad,Cauliflower,Cauliflower,FAQ,09-05-2025,1365,1580,1475
Uttar Pradesh,Firozabad,Firozabad,Ginger(Green),Green Ginger,FAQ,09-05-2025,3150,3350,3265
Uttar Pradesh,Firozabad,Firozabad,Potato,Potato,FAQ,09-05-2025,940,1375,1070
Uttar Pradesh,Firozabad,Firozabad,Rice,Common,FAQ,09-05-2025,3265,3440,3350
Uttar Pradesh,Firozabad,Firozabad,Wheat,Dara,FAQ,09-05-2025,2425,2530,2510
Uttar Pradesh,Firozabad,Tundla,Apple,Apple,Medium,09-05-2025,10200,10300,10250
Uttar Pradesh,Firozabad,Tundla,Barley (Jau),Dara,FAQ,09-05-2025,2350,2385,2370
Uttar Pradesh,Firozabad,Tundla,Rice,III,FAQ,09-05-2025,3400,3455,3430
Uttar Pradesh,Firozabad,Tundla,Wheat,Dara,FAQ,09-05-2025,2465,2500,2480
Uttar Pradesh,Gautam Budh Nagar,Dankaur,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,2000,2300,2100
Uttar Pradesh,Gautam Budh Nagar,Dankaur,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,800,1100,980
Uttar Pradesh,Gautam Budh Nagar,Dankaur,Ginger(Green),Green Ginger,FAQ,09-05-2025,3700,3925,3800
Uttar Pradesh,Gautam Budh Nagar,Dankaur,Masur Dal,Masur Dal,FAQ,09-05-2025,7600,7855,7700
Uttar Pradesh,Gautam Budh Nagar,Dankaur,Papaya,Papaya,Medium,09-05-2025,2600,2815,2700
Uttar Pradesh,Gautam Budh Nagar,Dankaur,Pumpkin,Pumpkin,FAQ,09-05-2025,800,1020,900
Uttar Pradesh,Gautam Budh Nagar,Dankaur,Spinach,Spinach,FAQ,09-05-2025,900,1155,1085
Uttar Pradesh,Gautam Budh Nagar,Dankaur,Wheat,Dara,FAQ,09-05-2025,2400,2530,2450
Uttar Pradesh,Ghaziabad,Hapur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,09-05-2025,9950,10800,10100
Uttar Pradesh,Ghaziabad,Hapur,Cauliflower,Cauliflower,FAQ,09-05-2025,1400,1500,1430
Uttar Pradesh,Ghaziabad,Hapur,Green Chilli,Green Chilly,FAQ,09-05-2025,2040,2150,2100
Uttar Pradesh,Ghaziabad,Hapur,Lemon,Lemon,FAQ,09-05-2025,7200,7300,7250
Uttar Pradesh,Ghaziabad,Hapur,Potato,Desi,Non-FAQ,09-05-2025,800,960,900
Uttar Pradesh,Ghaziabad,Hapur,Pumpkin,Pumpkin,FAQ,09-05-2025,850,960,900
Uttar Pradesh,Ghaziabad,Noida,Cauliflower,Cauliflower,FAQ,09-05-2025,1350,1470,1420
Uttar Pradesh,Ghaziabad,Noida,Potato,Desi,FAQ,09-05-2025,1000,1120,1060
Uttar Pradesh,Ghaziabad,Noida,Spinach,Spinach,FAQ,09-05-2025,1040,1120,1080
Uttar Pradesh,Ghazipur,Gazipur,Apple,Delicious,Medium,09-05-2025,10600,10800,10700
Uttar Pradesh,Ghazipur,Gazipur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,09-05-2025,7520,7580,7550
Uttar Pradesh,Ghazipur,Gazipur,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,09-05-2025,6580,6630,6600
Uttar Pradesh,Ghazipur,Gazipur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,09-05-2025,10120,10160,10140
Uttar Pradesh,Ghazipur,Gazipur,Mustard Oil,Mustard Oil,FAQ,09-05-2025,14180,14230,14200
Uttar Pradesh,Gonda,Gonda,Green Chilli,Green Chilly,FAQ,09-05-2025,2600,2850,2700
Uttar Pradesh,Gonda,Gonda,Karbuja(Musk Melon),Karbhuja,Medium,09-05-2025,1800,2000,1850
Uttar Pradesh,Gonda,Gonda,Mousambi(Sweet Lime),Mousambi,Medium,09-05-2025,3700,4000,3800
Uttar Pradesh,Gonda,Gonda,Orange,Nagpuri,Medium,09-05-2025,6450,6700,6500
Uttar Pradesh,Gonda,Gonda,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,09-05-2025,2200,2400,2250
Uttar Pradesh,Gonda,Gonda,Pomegranate,Pomogranate,Medium,09-05-2025,8400,8700,8500
Uttar Pradesh,Gonda,Gonda,Rice,III,FAQ,09-05-2025,2930,3050,3000
Uttar Pradesh,Gonda,Nawabganj,Apple,Delicious,Medium,09-05-2025,10800,11000,10900
Uttar Pradesh,Gonda,Nawabganj,Brinjal,Round/Long,FAQ,09-05-2025,1440,1520,1480
Uttar Pradesh,Gonda,Nawabganj,Paddy(Dhan)(Common),Common,FAQ,09-05-2025,2050,2150,2100
Uttar Pradesh,Gonda,Nawabganj,Papaya,Papaya,Medium,09-05-2025,2650,2750,2700
Uttar Pradesh,Gonda,Nawabganj,Water Melon,Water Melon,Medium,09-05-2025,950,1000,975
Uttar Pradesh,Gorakhpur,Gorakhpur,Barley (Jau),Dara,FAQ,09-05-2025,2260,2310,2285
Uttar Pradesh,Gorakhpur,Gorakhpur,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,09-05-2025,6775,6825,6800
Uttar Pradesh,Gorakhpur,Gorakhpur,Ginger(Green),Green Ginger,FAQ,09-05-2025,3925,4100,4000
Uttar Pradesh,Gorakhpur,Gorakhpur,Grapes,Green,Medium,09-05-2025,6200,6450,6300
Uttar Pradesh,Gorakhpur,Gorakhpur,Maize,Yellow,FAQ,09-05-2025,2275,2325,2300
Uttar Pradesh,Gorakhpur,Gorakhpur,Mousambi(Sweet Lime),Mousambi,Medium,09-05-2025,3425,3775,3575
Uttar Pradesh,Gorakhpur,Gorakhpur,Rice,Common,FAQ,09-05-2025,3180,3230,3200
Uttar Pradesh,Hamirpur,Bharuasumerpur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,09-05-2025,10000,10125,10100
Uttar Pradesh,Hamirpur,Bharuasumerpur,Mustard,Yellow (Black),FAQ,09-05-2025,7700,7850,7800
Uttar Pradesh,Hamirpur,Bharuasumerpur,Mustard Oil,Mustard Oil,FAQ,09-05-2025,13900,14000,13950
Uttar Pradesh,Hamirpur,Muskara,Barley (Jau),Dara,FAQ,09-05-2025,2050,2250,2150
Uttar Pradesh,Hamirpur,Muskara,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,1950,2150,2050
Uttar Pradesh,Hamirpur,Muskara,Rice,III,FAQ,09-05-2025,3050,3250,3150
Uttar Pradesh,Hamirpur,Muskara,White Peas,White Peas,FAQ,09-05-2025,3350,3550,3450
Uttar Pradesh,Hardoi,Hardoi,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,980,1030,1010
Uttar Pradesh,Hardoi,Hardoi,Lemon,Lemon,FAQ,09-05-2025,6670,6750,6720
Uttar Pradesh,Hardoi,Hardoi,Paddy(Dhan)(Common),Paddy Coarse,FAQ,09-05-2025,2275,2330,2300
Uttar Pradesh,Hardoi,Madhoganj,Apple,Kasmir/Shimla - II,Medium,09-05-2025,9550,9600,9580
Uttar Pradesh,Hardoi,Madhoganj,Brinjal,Round/Long,FAQ,09-05-2025,1250,1350,1300
Uttar Pradesh,Hardoi,Madhoganj,Mustard,Lohi Black,FAQ,09-05-2025,5900,6000,5950
Uttar Pradesh,Hardoi,Madhoganj,Pomegranate,Other,Medium,09-05-2025,8200,8300,8250
Uttar Pradesh,Hardoi,Madhoganj,Rice,Common,FAQ,09-05-2025,3120,3200,3165
Uttar Pradesh,Hardoi,Madhoganj,Tomato,Hybrid,FAQ,09-05-2025,750,820,790
Uttar Pradesh,Hardoi,Sandi,Maize,Yellow,FAQ,09-05-2025,2300,2350,2325
Uttar Pradesh,Hardoi,Sandi,Paddy(Dhan)(Common),Common,FAQ,09-05-2025,2260,2340,2305
Uttar Pradesh,Hardoi,Sandila,Apple,Kasmir/Shimla - II,Medium,09-05-2025,9600,9700,9650
Uttar Pradesh,Hardoi,Sandila,Green Chilli,Green Chilly,FAQ,09-05-2025,2600,2700,2650
